,Paper,year,category,Definition of Cyber-Bullyning,Type of Cyber-bullying,Dataset,Dataset positive sample,Dataset negative sample,Data Downlaoded,Data Collection process,Oversampleing pst instances,Preprocessing,Text Feature,Psycological features,User info features,Sentiment features,WE,Other features,ML model,Deel Learning model,Innovative model,baselines,Test set,Test positive ex.,Test negative ex.,Accuracy,Precision,Recall,AUC,F1,venue,Comments
73,Weakly Supervised Cyberbullying Detection using Co-trained Ensembles of Embedding Models,2018,Cyber-Bullyiing detetction,0,"online harassment and the 
social strcture (user classifier: bully, vicitm or  bystander)","1-Twitter conversations collected queried using harassment dictionary (296,308 posts by 180,355 users)
2-Instgram (1,656,236 posts by 656,376 users)
3- ASK.fm (2,863,801 post by 260,800 user)",unlabelled,unlabelled,0.0,"Using our collected offensive-language dictionary, we extracted tweets containing these words posted between November 1, 2015, and December 14, 2015. For every curse word, we extracted 700 tweets. ",data sampled using Snowball,0,"hashed BOW
 (messgae classification)",0,0,0,"1-doc2vec pretrained on tweets (Msg classif)
2- custom-trained embedding model with each word represented
with 100 dimensions (emb) (msf classif)
3-node2vec (usr clssif)
",0,Linear model,LSTM,"Co-training model based on multiview learning with two detectors One detector identifies bullying by
examining the language content of messages; another detector
considers the social structure to detect bullying","3-PVC
1-seed based query
2-naïve participant","Hire 1000 paraticpants on AMT
 to rate the model's performance. 5 annotations per message. ","100 messgaes most
 indicating of bullying generated by each method",0,0,"doc2vec node2vec_twitter (0.6)
doc2vec node2vec_ask (0.43)
doc2vec node2vec_inst (0.23)",0,0,0,"2- IEEE/ACM International Conference on Advances 
in Social Networks Analysis and Mining (ASONAM) 2018
2- Nipps 2017",0
75,"Cyberbullying Detection on Social Network
Services",2018,0,"a use of information and communication technology to support malicious repetitive and hostile
behaviors against individuals or groups in order to harm other",Cyberbullying,Twitter ,0,0,0.0,0,0,"convert user mentions to special characters
remove urls puctuations and numbers
correct misspelling
segmantation
stemming
POS","vulgar words
person pronouns
BOW",0,"no user tweets
no words in seld introduction
image usage",1,0,"negative subjectivity
text readability
","KNN
SVM
DT",0,0,0,0,0,0,0,0,0,0,0,Twenty-Second Pacific Asia Conference on Information Systems,they dont report experiement results
76,Optimal Online Cyberbullying Detection,2018,optimizing scalability and timliness of cyberbullying detection ,0,Cyberbullying,Twitter(10600),Twitter(5300),Twitter(5300),0.0,manually labelled,0,0,"no acronyms
offensive acronyms",0,0,mean value of valence or arousal or dominance,0,0,0,0,AvOID algorithm for optimal online cyberbullying detection,0,0,0,0,0,0,0,0,0,ICASSP,They dont report experiement results. they report probability of error.
77,Optimized Twitter Cyberbullying Detection based on Deep Learning,2018,Cyberbullying,"any violent intentional action conducted by individuals or groups using online channels 
repeatedly against a victim who doesnot have the potential to react",Cyberbullying,Twitter (20000),0,0,0.0,Labelled using Figure eight,0,remove noisy irrelevant and duplicated data,0,0,0,0,GLOVE,0,0,CNN,0,0,0,0,0,0,0,0,0,0,IEEE,They dont report results and havenot done the actual experiement
78,Cyberbullying Detection on Instagram with Optimal Online Feature Selection,2018,optimizing scalability and timliness of cyberbullying detection ,"repetitive hostile behaviour using digital media (e.g. hurtful comments- videos-images) 
in an effort to intentionally and repeatedly harass or harm individuals",Cyberbullying,Instagram (2218 media sessions),Instagram (20%),instgram (80%),1.0,manualy labelled,create smaller datasets with less imbalanced ratio,0,"no profane words
unigrams",0,"no followers
no followees
no shared media",0,0,0,CONcISE,0,"DRFS
RF-Multi
PVC",0,0,0,0,0.8113,0.76,0.77,0.87,0.76,IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM),"we propose
a novel algorithm to drastically reduce the number of features
used in classification. We demonstrate the utility, scalability and
responsiveness of our approach using a real-world dataset from
Instagram, the online social media platform with the highest
percentage of users reporting experiencing cyberbullying. Our
approach improves recall by a staggering 700%, while at t"
79,A Socio-linguistic Model for Cyberbullying Detection,2018,Cyberbullying  and bullies,0,Cyberbullying,Twitter (1798),Twitter (27%),Twitter (73%),0.0,annotated by 3 annotators with Fleiss agreement score of 0.14,0,"remove stopwords 
remove numbers
remove nonenglish words
trimming repeated characters
","Ngram
Ngram++
seed++
latent linguistic",0,sociolinguistic,0,Glove ad Doc2vec,PSL,SVM,0,0,0,0,0,0,0,"cyberbullying(0.48)
bullies(0.61)","cyberbullying(0.70)
bullies(0.0.70)",0,"cyberbullying(0.56)
bullies(0.73)","IEEE/ACM ASONAM 2018, August 28-31, 2018","They use PLS and SVM to detect cyberbulling and bullies
"
80,Cyberbullying Detection System with Multiple Server Configurations,2018,detect cyberbullying and dropping them before they are recieved by the intended use,"Cyberbullying is bullying that takes place via digital de-
vices. It can occur via the Short Message Service (SMS), Text,
and apps, or online in social media, forums, or gaming where
people can view, participate in, or share content",Cyberbullying,Formspring (60900),Formspring (23000),Formspring (37900),0.0,0,0,"Case conversion
remove stopwords
remove punctuation
",BOW,0,0,0,0,0,"MNB
SGD",0,0,0,0,0,0,0,0,0,0,"MNB (0.94)
SGD(0.95)",IEEE,0
81,NLP and Machine Learning Techniques for Detecting Insulting Comments on Social Networking Platforms,2018,Cyber-Bullyiing detetction,0,Cyberbullying,"Kaggle (2235)
Twitter (6000)",0,0,0.0,data manually labelled,0,"tokenization
stemming
remove unicode characters
remove stopwords","Tf-idf
no profanty words
no seconf person pronoun
4grams and 5grams",0,0,0,0,0,"LR
SVM
RF
GBM",0,0,0,Kaggle,0,0,RF (0.766),0,0,RF(0.579),0,2018 International Conference on Advances in Computing and Communication Engineering,0
82,A Simple Neural Network for Cyberbullying Detection,2019,Cyber-Bullyiing detetction,0,"harmful
hate speech
cyberbullying","Twitter (10,041)",850 (10%),9191 (90%),0.0,0,"the dataset was extended with artificially generated
training instances of harmful tweets. Two types of generated data were used:
1- Chunk shuffling.
2-Translation",0,chaacter n-gram,0,0,0,LASER ,"1-Morfeusz qualifiers
2-Vulgar/offensive words.",0,NN,0,0,0,0,0,0,0,0,0.837,0,Proceedings of the PolEval 2019 Workshop,0
83,Understanding Cyberbullying on Instagram and Ask.fm via Social Role Detection,2019,Cyber-Bullyiing detetction,0,aggressive,"Instgram (13,350 comment)
",12%,88%,0.0,"The labeled Instagram
comments are chosen from top 200 media sessions ranked
by the number of insulting words which appeared in the comments
of the media session, the percentage of negative comments, and the
absolute number of negative comments on the med",0,0,"73 features from LIWC2015 categories [15], the compound sentiment
score from VADER [10], and 7 basic linguistic features (e.g.,
the number of upper case words)",1,0,1,0,0,RF,0,0,0,0,0,0,0,0.4,0.35,0,0.37,www 2019,"In this work, we focus our analysis on three different social roles
in cyberbullying: victim, bully, and supporter. Figure 2 describes
the pipeline of our social role detection method. Social roles are
identified based on the aggressive label of comments "
84,XBully: Cyberbullying Detection within a Multi-Modal Context,2019,Cyber-Bullyiing detetction,"Cyberbullying, commonly defined as the electronic transmission of
insulting or embarrassing comments, photos, or videos",they don't specify what is type of bullying they are after,"1- Instgram sessions (2,218 , 
No.comments= 155,267)
2- Vine sessions (970, 
No comments = 78,250)","1- insta: 678 sessions (No. comments?)
2- vine: 304 sessions (No. comments?)","1- insta:  1540 sessions
 (No. comments?)
2- vine: 666 sessions (No. comments?)",1.0,0,0,0,0,LWIC model,"Netowork info and 
User information",0,0,"images meta data
Time","RF, SVM, LR",0,"1-using multimodlaity 
machien learnig
2- noise-resilient embedding refinement.
3-Xbully as feature","Raw Features (Raw): This is a concatenation of all the multimodal
features such as network feature and text feature.
• Bully [37]: A pretrained classifier4 based on textual analysis.
• SICD [6]: The state-of-the-art cyberbullying detection model
which use",0,0,0,0,0,0,0,"(RF)  Inst: 0.982 and Vine: 0.787
(SVM) Inst: 0.928 and Vine: 0.753
(LR) Inst: 0.878 and Vine: 0.804",WSDM 2019,0
85,Empirical Analysis of Supervised Machine Learning Techniques for Cyberbullying Detection,2019,Cyber-Bullyiing detetction,"They don't provide a proper definition. They use this one ""Cyberbullying is utilization of digital technology for targeting a person or
a group in order to bully them socially and psychologically.""","They detect data related to the follwing bulying topics:
LGTB
Culture
Race
Physical attributes","They collected 60 youtube videos on these sentive topics
with total of 7962 comments with 116 cmment per video.",0,0,0.0,Annoated by researchers with no info porvided.,0,0,"TF-IDF
Ortony lexicon words (negaative weight for profanity words)
POS unigrams
bigrams",0,0,0,0,0,"RF, SVM, KNN(K=1), NB",0,0,0,20% 0f the data,0,0,"0.821, 0.808, 0.83, 0.814","0.815, 0.799, 0.824, 0.808","0.822, 0.809, 0.83, 0.814",0,"0.817, 0.797, 0.826, 0.81","International Conference on Innovative
 Computing and Communications 2019",0
86,"Hierarchical Attention Networks for Cyberbullying Detection
on the Instagram Social Network",2019,Cyber-Bullyiing detetction,"as a repetitive act
of aggression that involves a power imbalance between
the perpetrator and the victim [10].",aggression,Instagram (2218 media sessions),Instagram (678),Instagram (1540),1.0,borrowed from other researchers,0,0,"ngrmas
TFIDF word
TFIDF char",LWIC model,0,0,glove,0,0,0,HANCD,"NB LR KNN pretrained SVM Soni and Singh
LSTM
CNN
HAN",0,0,0,0,0,0,0.851,0.783,SIAM,"We propose a hierarchical attention network for
cyberbullying detection that takes these aspects of cyberbul-
lying into account. The primary distinctive characteristics
of our approach include: (i) a hierarchical structure that
mirrors the structure of a social media session; (ii) levels
of attention mechanisms applied at the word and comment
level, thereby enabling the model to pay different amounts
of attention to words and comments, depending on the con-
text; and (iii) a cyberbullying detection task that also pre-
dicts the interval of time between two adjacent comments.
These characteristics allow the model to exploit the com-
monalities and differences across these two tasks to improve
the performance of cyberbullying detection."
87, ,2019,bullies detetction,"describes the use of electronic forms of communi-
cation to intentionally harm or harass others",cyberbullying,"Twitter (3095)
Twitter (19994)","Twitter (1794)
Twitter (3845)","Twitter (1301)
Twitter (16149)",0.0,one dataset borrowed and another labelled by 3 experts,0,0,0,LWIC model,0,0,0,0,0,0,PI-bully,"KNN
RF
SVM
Bully
SICD",0,0,0,0,0.425,0.887,0.844,0.574,0,"n this paper,
we propose a personalized cyberbullying detection
framework, PI-Bully, that draws on empirical find-
ings from psychology highlighting unique charac-
teristics of victims and bullies and peer influence
from like-minded users as predictors of cyberbully-
ing behaviors. Our framework is novel in its ability
to model peer influence in a collaborative environ-
ment and tailor cyberbullying prediction for each
individual user"
88,"Current Limitations in Cyberbullying Detection: on
Evaluation Criteria, Reproducibility, and Data
Scarcity",2019,cyberbullying detection,0,cyberbullying,"ASKFM(1000)
MySpace
Formspring
Twitter1
Twitter2
Donated
Crowdsourced
Wikipedia Talk pages (toxicity)",0,0,0.0,0,0,"tokenization
lowercase
special char removed",May features,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This paper mainly replicate studies using previous datasets
89,Detection of Cyberbullying Using Deep Neural Network,2019,Cyber-Bullyiing detetction,"Cyberbullying is characterized as any fierce, purposeful activity
directed by people or gatherings, utilizing on the web channels
over and again against a victim who does not can possibly
react[1]",Cyberbullying,Twitter (69874),0,0,0.0,0,0,"remove stopwords
remove accentuation marks
lowercasing",0,0,0,0,Glove,0,0,CNN,0,"RNN
pther papers",0,0,0,0.93,0,0,0,0,International Conference on Advanced Computing & Communication Systems (ICACCS),simple unreliable data
90,Multilingual Cyberbullying Detection System,2018,Cyber-Bullyiing detetction,"the use of Internet, cell phones,
video game systems, or other technologies to send or post text
or images intended to hurt or embarrass another person or group
of people [5].",Cyberbullying,"Twitter_ar (35273)
Twitter_en (91431)",Twitter_ar (2196),0,0.0,handlabelled,0,TweetToSentiStrengthFeatureVector,0,0,0,0,0,SentiStrengthVector,NB,0,0,NB,0,0,0,0,0.93,0.94,0,0.92,CSNet'17 :,0
91,A Hierarchical Approach for Timely Cyberbullying Detection,2019,Cyber-Bullyiing detetction,"willful and repeated harm inflicted through the use of com-
puters, cell phones, and other electronic devices",aggressive ,Instagram (204 media sessions - 10000 messages),Instagram (1768 messages),Instagram (8230 messages),1.0,handlabelled,set misclassification cost,0remove punctuation and stop words,no 10 profane words,0,0,0,0,conditional feature probabilities,0,0,Hierarichal approach,"DRFS
DLR",0,0,0,0.737,0.65,0.4,0,0,IEEE,"To this end, we propose a novel
hierarchical approach that (i) first characterizes an individual mes-
sage as aggressive or not by evaluating the optimum least number of
informative features extracted from this message, and (ii) uses this
new knowledge to decide if it should continue reviewing messages
or conclude the process and raise a cyberbullying alert."
